sample_id,metric_kind,metric,direction,dimension,reference_quantile,reference_betti,reconstruction_betti,absolute_count_error,value
trajectory_000000:8000,self,self.CO,sublevel,h0,0.1,3,1,2,
trajectory_000000:8000,self,self.CO,sublevel,h0,0.25,3,1,2,
trajectory_000000:8000,self,self.CO,sublevel,h0,0.5,1,7,6,
trajectory_000000:8000,self,self.CO,sublevel,h0,0.75,2,1,1,
trajectory_000000:8000,self,self.CO,sublevel,h0,0.9,2,1,1,
trajectory_000000:8000,self,self.CO,sublevel,h1,0.1,105,0,105,
trajectory_000000:8000,self,self.CO,sublevel,h1,0.25,105,0,105,
trajectory_000000:8000,self,self.CO,sublevel,h1,0.5,0,0,0,
trajectory_000000:8000,self,self.CO,sublevel,h1,0.75,2,2,0,
trajectory_000000:8000,self,self.CO,sublevel,h1,0.9,5,5,0,
trajectory_000000:8000,self,self.T,sublevel,h0,0.1,2,1,1,
trajectory_000000:8000,self,self.T,sublevel,h0,0.25,2,6,4,
trajectory_000000:8000,self,self.T,sublevel,h0,0.5,1,2,1,
trajectory_000000:8000,self,self.T,sublevel,h0,0.75,2,1,1,
trajectory_000000:8000,self,self.T,sublevel,h0,0.9,1,1,0,
trajectory_000000:8000,self,self.T,sublevel,h1,0.1,0,4,4,
trajectory_000000:8000,self,self.T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8000,self,self.T,sublevel,h1,0.5,0,0,0,
trajectory_000000:8000,self,self.T,sublevel,h1,0.75,2,4,2,
trajectory_000000:8000,self,self.T,sublevel,h1,0.9,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.1,2,1,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.25,2,6,4,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.5,1,2,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.75,7,9,2,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.9,1,1,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.1,0,4,4,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.5,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.75,3,3,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.9,9,13,4,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.1,1,1,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.25,1,1,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.5,1,7,6,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.75,9,10,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.9,1,1,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.1,1,0,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.25,1,0,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.5,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.75,3,3,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.9,9,8,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.1,2,1,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.25,2,6,4,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.5,1,2,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.75,3,3,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h0,0.9,2,1,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.1,0,4,4,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.5,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.75,3,2,1,
trajectory_000000:8000,mutual,mutual.CO+T,sublevel,h1,0.9,5,5,0,
trajectory_000000:8000,self,self.CO,superlevel,h0,0.1,6,7,1,
trajectory_000000:8000,self,self.CO,superlevel,h0,0.25,4,3,1,
trajectory_000000:8000,self,self.CO,superlevel,h0,0.5,1,1,0,
trajectory_000000:8000,self,self.CO,superlevel,h0,0.75,1,1,0,
trajectory_000000:8000,self,self.CO,superlevel,h0,0.9,1,1,0,
trajectory_000000:8000,self,self.CO,superlevel,h1,0.1,0,0,0,
trajectory_000000:8000,self,self.CO,superlevel,h1,0.25,1,0,1,
trajectory_000000:8000,self,self.CO,superlevel,h1,0.5,0,6,6,
trajectory_000000:8000,self,self.CO,superlevel,h1,0.75,122,1,121,
trajectory_000000:8000,self,self.CO,superlevel,h1,0.9,122,1,121,
trajectory_000000:8000,self,self.T,superlevel,h0,0.1,1,1,0,
trajectory_000000:8000,self,self.T,superlevel,h0,0.25,3,5,2,
trajectory_000000:8000,self,self.T,superlevel,h0,0.5,2,3,1,
trajectory_000000:8000,self,self.T,superlevel,h0,0.75,1,7,6,
trajectory_000000:8000,self,self.T,superlevel,h0,0.9,1,6,5,
trajectory_000000:8000,self,self.T,superlevel,h1,0.1,0,0,0,
trajectory_000000:8000,self,self.T,superlevel,h1,0.25,0,0,0,
trajectory_000000:8000,self,self.T,superlevel,h1,0.5,0,1,1,
trajectory_000000:8000,self,self.T,superlevel,h1,0.75,0,3,3,
trajectory_000000:8000,self,self.T,superlevel,h1,0.9,1,0,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.1,2,3,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.25,3,2,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.5,2,3,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.75,1,7,6,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.9,1,6,5,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.1,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.25,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.5,0,1,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.75,0,3,3,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.9,1,0,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.1,4,6,2,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.25,4,3,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.5,2,3,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.75,1,7,6,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.9,1,6,5,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.1,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.25,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.5,0,1,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.75,0,3,3,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.9,1,0,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.1,5,2,3,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.25,4,3,1,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.5,1,1,0,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.75,1,1,0,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h0,0.9,1,1,0,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.1,0,2,2,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.25,0,0,0,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.5,0,6,6,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.75,122,1,121,
trajectory_000000:8000,mutual,mutual.CO+T,superlevel,h1,0.9,122,1,121,
trajectory_000000:8000,persistence_distance,topology.self.persistence,,,,,,,0.004969067871570587
trajectory_000000:8000,persistence_distance,topology.mutual.persistence,,,,,,,0.0005721874185837805
trajectory_000000:8000,persistence_distance,topology.component_weighted_total_before_outer_family_weight,,,,,,,0.005541255231946707
trajectory_000000:8000,dimension_distance_diagnostic,topology.self.CO.h0,,,,,,,0.018331384286284447
trajectory_000000:8000,dimension_distance_diagnostic,topology.self.CO.h1,,,,,,,0.0006826623575761914
trajectory_000000:8000,dimension_distance_diagnostic,topology.self.T.h0,,,,,,,0.0007497922633774579
trajectory_000000:8000,dimension_distance_diagnostic,topology.self.T.h1,,,,,,,0.00011243431799812242
trajectory_000000:8000,dimension_distance_diagnostic,topology.mutual.CO+T.h0,,,,,,,0.0005903863348066807
trajectory_000000:8000,dimension_distance_diagnostic,topology.mutual.CO+T.h1,,,,,,,0.0005539885605685413
trajectory_000000:8015,self,self.CO,sublevel,h0,0.1,1,16,15,
trajectory_000000:8015,self,self.CO,sublevel,h0,0.25,1,16,15,
trajectory_000000:8015,self,self.CO,sublevel,h0,0.5,1,8,7,
trajectory_000000:8015,self,self.CO,sublevel,h0,0.75,2,4,2,
trajectory_000000:8015,self,self.CO,sublevel,h0,0.9,3,1,2,
trajectory_000000:8015,self,self.CO,sublevel,h1,0.1,98,2,96,
trajectory_000000:8015,self,self.CO,sublevel,h1,0.25,98,2,96,
trajectory_000000:8015,self,self.CO,sublevel,h1,0.5,0,10,10,
trajectory_000000:8015,self,self.CO,sublevel,h1,0.75,0,0,0,
trajectory_000000:8015,self,self.CO,sublevel,h1,0.9,3,3,0,
trajectory_000000:8015,self,self.T,sublevel,h0,0.1,2,3,1,
trajectory_000000:8015,self,self.T,sublevel,h0,0.25,1,6,5,
trajectory_000000:8015,self,self.T,sublevel,h0,0.5,1,7,6,
trajectory_000000:8015,self,self.T,sublevel,h0,0.75,2,1,1,
trajectory_000000:8015,self,self.T,sublevel,h0,0.9,1,2,1,
trajectory_000000:8015,self,self.T,sublevel,h1,0.1,0,1,1,
trajectory_000000:8015,self,self.T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8015,self,self.T,sublevel,h1,0.5,0,2,2,
trajectory_000000:8015,self,self.T,sublevel,h1,0.75,5,1,4,
trajectory_000000:8015,self,self.T,sublevel,h1,0.9,1,2,1,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.1,2,3,1,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.25,1,6,5,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.5,1,7,6,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.75,4,9,5,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.9,5,8,3,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.1,0,1,1,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.5,0,2,2,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.75,1,4,3,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.9,4,7,3,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.1,1,16,15,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.25,1,16,15,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.5,1,8,7,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.75,4,10,6,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.9,5,4,1,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.1,1,2,1,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.25,1,2,1,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.5,0,10,10,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.75,1,5,4,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.9,5,10,5,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.1,2,3,1,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.25,1,6,5,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.5,1,7,6,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.75,2,4,2,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h0,0.9,3,1,2,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.1,0,1,1,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.5,0,2,2,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.75,0,0,0,
trajectory_000000:8015,mutual,mutual.CO+T,sublevel,h1,0.9,3,3,0,
trajectory_000000:8015,self,self.CO,superlevel,h0,0.1,6,4,2,
trajectory_000000:8015,self,self.CO,superlevel,h0,0.25,2,1,1,
trajectory_000000:8015,self,self.CO,superlevel,h0,0.5,1,17,16,
trajectory_000000:8015,self,self.CO,superlevel,h0,0.75,1,4,3,
trajectory_000000:8015,self,self.CO,superlevel,h0,0.9,1,4,3,
trajectory_000000:8015,self,self.CO,superlevel,h1,0.1,0,0,0,
trajectory_000000:8015,self,self.CO,superlevel,h1,0.25,1,2,1,
trajectory_000000:8015,self,self.CO,superlevel,h1,0.5,0,3,3,
trajectory_000000:8015,self,self.CO,superlevel,h1,0.75,114,11,103,
trajectory_000000:8015,self,self.CO,superlevel,h1,0.9,114,11,103,
trajectory_000000:8015,self,self.T,superlevel,h0,0.1,2,4,2,
trajectory_000000:8015,self,self.T,superlevel,h0,0.25,9,2,7,
trajectory_000000:8015,self,self.T,superlevel,h0,0.5,1,4,3,
trajectory_000000:8015,self,self.T,superlevel,h0,0.75,1,1,0,
trajectory_000000:8015,self,self.T,superlevel,h0,0.9,1,4,3,
trajectory_000000:8015,self,self.T,superlevel,h1,0.1,0,1,1,
trajectory_000000:8015,self,self.T,superlevel,h1,0.25,0,0,0,
trajectory_000000:8015,self,self.T,superlevel,h1,0.5,0,4,4,
trajectory_000000:8015,self,self.T,superlevel,h1,0.75,0,2,2,
trajectory_000000:8015,self,self.T,superlevel,h1,0.9,0,2,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.1,3,1,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.25,5,2,3,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.5,1,4,3,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.75,1,1,0,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.9,1,4,3,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.1,0,2,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.25,1,0,1,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.5,0,4,4,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.75,0,2,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.9,0,2,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.1,10,4,6,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.25,2,2,0,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.5,1,4,3,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.75,1,1,0,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.9,1,4,3,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.1,0,0,0,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.25,0,1,1,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.5,0,4,4,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.75,0,2,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.9,0,2,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.1,9,7,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.25,3,1,2,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.5,1,17,16,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.75,1,4,3,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h0,0.9,1,4,3,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.1,0,0,0,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.25,0,1,1,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.5,0,3,3,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.75,114,11,103,
trajectory_000000:8015,mutual,mutual.CO+T,superlevel,h1,0.9,114,11,103,
trajectory_000000:8015,persistence_distance,topology.self.persistence,,,,,,,0.002508362988010049
trajectory_000000:8015,persistence_distance,topology.mutual.persistence,,,,,,,0.0011947640450671315
trajectory_000000:8015,persistence_distance,topology.component_weighted_total_before_outer_family_weight,,,,,,,0.003703127149492502
trajectory_000000:8015,dimension_distance_diagnostic,topology.self.CO.h0,,,,,,,0.006223511882126331
trajectory_000000:8015,dimension_distance_diagnostic,topology.self.CO.h1,,,,,,,0.0007298849523067474
trajectory_000000:8015,dimension_distance_diagnostic,topology.self.T.h0,,,,,,,0.0028588706627488136
trajectory_000000:8015,dimension_distance_diagnostic,topology.self.T.h1,,,,,,,0.00022118471679277718
trajectory_000000:8015,dimension_distance_diagnostic,topology.mutual.CO+T.h0,,,,,,,0.0017599152633920312
trajectory_000000:8015,dimension_distance_diagnostic,topology.mutual.CO+T.h1,,,,,,,0.0006296128267422318
trajectory_000000:8031,self,self.CO,sublevel,h0,0.1,4,2,2,
trajectory_000000:8031,self,self.CO,sublevel,h0,0.25,4,2,2,
trajectory_000000:8031,self,self.CO,sublevel,h0,0.5,4,2,2,
trajectory_000000:8031,self,self.CO,sublevel,h0,0.75,4,5,1,
trajectory_000000:8031,self,self.CO,sublevel,h0,0.9,5,1,4,
trajectory_000000:8031,self,self.CO,sublevel,h1,0.1,86,5,81,
trajectory_000000:8031,self,self.CO,sublevel,h1,0.25,86,5,81,
trajectory_000000:8031,self,self.CO,sublevel,h1,0.5,0,0,0,
trajectory_000000:8031,self,self.CO,sublevel,h1,0.75,1,3,2,
trajectory_000000:8031,self,self.CO,sublevel,h1,0.9,9,9,0,
trajectory_000000:8031,self,self.T,sublevel,h0,0.1,4,3,1,
trajectory_000000:8031,self,self.T,sublevel,h0,0.25,2,3,1,
trajectory_000000:8031,self,self.T,sublevel,h0,0.5,4,1,3,
trajectory_000000:8031,self,self.T,sublevel,h0,0.75,6,1,5,
trajectory_000000:8031,self,self.T,sublevel,h0,0.9,1,2,1,
trajectory_000000:8031,self,self.T,sublevel,h1,0.1,0,0,0,
trajectory_000000:8031,self,self.T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8031,self,self.T,sublevel,h1,0.5,0,0,0,
trajectory_000000:8031,self,self.T,sublevel,h1,0.75,4,5,1,
trajectory_000000:8031,self,self.T,sublevel,h1,0.9,12,3,9,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.1,4,3,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.25,2,3,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.5,4,1,3,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.75,23,8,15,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.9,4,2,2,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.1,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.5,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.75,2,6,4,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.9,13,10,3,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.1,1,2,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.25,1,2,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.5,4,2,2,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.75,21,7,14,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.9,3,2,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.1,0,5,5,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.25,0,5,5,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.5,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.75,3,5,2,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.9,16,11,5,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.1,4,3,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.25,2,3,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.5,4,1,3,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.75,4,5,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h0,0.9,5,1,4,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.1,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.25,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.5,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.75,2,3,1,
trajectory_000000:8031,mutual,mutual.CO+T,sublevel,h1,0.9,9,9,0,
trajectory_000000:8031,self,self.CO,superlevel,h0,0.1,15,13,2,
trajectory_000000:8031,self,self.CO,superlevel,h0,0.25,3,4,1,
trajectory_000000:8031,self,self.CO,superlevel,h0,0.5,1,1,0,
trajectory_000000:8031,self,self.CO,superlevel,h0,0.75,1,14,13,
trajectory_000000:8031,self,self.CO,superlevel,h0,0.9,1,14,13,
trajectory_000000:8031,self,self.CO,superlevel,h1,0.1,0,0,0,
trajectory_000000:8031,self,self.CO,superlevel,h1,0.25,2,4,2,
trajectory_000000:8031,self,self.CO,superlevel,h1,0.5,1,1,0,
trajectory_000000:8031,self,self.CO,superlevel,h1,0.75,93,0,93,
trajectory_000000:8031,self,self.CO,superlevel,h1,0.9,93,0,93,
trajectory_000000:8031,self,self.T,superlevel,h0,0.1,13,4,9,
trajectory_000000:8031,self,self.T,superlevel,h0,0.25,6,6,0,
trajectory_000000:8031,self,self.T,superlevel,h0,0.5,1,1,0,
trajectory_000000:8031,self,self.T,superlevel,h0,0.75,2,2,0,
trajectory_000000:8031,self,self.T,superlevel,h0,0.9,1,1,0,
trajectory_000000:8031,self,self.T,superlevel,h1,0.1,0,0,0,
trajectory_000000:8031,self,self.T,superlevel,h1,0.25,5,0,5,
trajectory_000000:8031,self,self.T,superlevel,h1,0.5,1,0,1,
trajectory_000000:8031,self,self.T,superlevel,h1,0.75,0,0,0,
trajectory_000000:8031,self,self.T,superlevel,h1,0.9,2,1,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.1,15,5,10,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.25,3,3,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.5,1,1,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.75,2,2,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.9,1,1,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.1,1,0,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.25,4,1,3,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.5,1,0,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.75,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.9,2,1,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.1,16,19,3,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.25,5,4,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.5,1,1,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.75,2,2,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.9,1,1,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.1,2,1,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.25,5,3,2,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.5,1,0,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.75,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.9,2,1,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.1,18,10,8,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.25,4,4,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.5,1,1,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.75,1,14,13,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h0,0.9,1,14,13,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.1,0,0,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.25,4,3,1,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.5,1,1,0,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.75,93,0,93,
trajectory_000000:8031,mutual,mutual.CO+T,superlevel,h1,0.9,93,0,93,
trajectory_000000:8031,persistence_distance,topology.self.persistence,,,,,,,0.004306286573410034
trajectory_000000:8031,persistence_distance,topology.mutual.persistence,,,,,,,0.0014839639188721776
trajectory_000000:8031,persistence_distance,topology.component_weighted_total_before_outer_family_weight,,,,,,,0.00579025037586689
trajectory_000000:8031,dimension_distance_diagnostic,topology.self.CO.h0,,,,,,,0.01330694742500782
trajectory_000000:8031,dimension_distance_diagnostic,topology.self.CO.h1,,,,,,,0.001157756894826889
trajectory_000000:8031,dimension_distance_diagnostic,topology.self.T.h0,,,,,,,0.002398871351033449
trajectory_000000:8031,dimension_distance_diagnostic,topology.self.T.h1,,,,,,,0.00036156957503408194
trajectory_000000:8031,dimension_distance_diagnostic,topology.mutual.CO+T.h0,,,,,,,0.0020204277243465185
trajectory_000000:8031,dimension_distance_diagnostic,topology.mutual.CO+T.h1,,,,,,,0.0009475003462284803
trajectory_000000:8047,self,self.CO,sublevel,h0,0.1,1,2,1,
trajectory_000000:8047,self,self.CO,sublevel,h0,0.25,1,2,1,
trajectory_000000:8047,self,self.CO,sublevel,h0,0.5,7,5,2,
trajectory_000000:8047,self,self.CO,sublevel,h0,0.75,12,1,11,
trajectory_000000:8047,self,self.CO,sublevel,h0,0.9,2,1,1,
trajectory_000000:8047,self,self.CO,sublevel,h1,0.1,0,1,1,
trajectory_000000:8047,self,self.CO,sublevel,h1,0.25,0,1,1,
trajectory_000000:8047,self,self.CO,sublevel,h1,0.5,0,0,0,
trajectory_000000:8047,self,self.CO,sublevel,h1,0.75,6,4,2,
trajectory_000000:8047,self,self.CO,sublevel,h1,0.9,8,6,2,
trajectory_000000:8047,self,self.T,sublevel,h0,0.1,8,6,2,
trajectory_000000:8047,self,self.T,sublevel,h0,0.25,4,3,1,
